排名,字詞,出現次數
,爸媽可以跟孩子大聲說話嗎,1
,環署邀全民,1
,奈瓦夏故事上篇,1
,異同,1
,開東南亞第一槍,1
,追求陪審夢中情人也要務實,1
,封車場改路擾民,1
,2017年3月11日,1
,但歡迎有助國際參與政策,1
,環境污染損害定位能力,1
,我要怎麼找律師,1
,墨林,1
,六四事件一萬日,1
,將向檢方提交不批准逮捕律師意見書,1
,喀爾巴阡山古森林遭盜伐,1
,大雨滂沱不減熱情,1
,村民屋頂淋汽油嚇退200武警,1
,住宅被裝攝像頭,1
,瀘州學生墜亡事件持續發酵,1
,程序參與不可缺,1
,新增影片,1
,台中豆陣行,1
,圖博,1
,亦莫忘憲改與國會改革承諾,1
,互補走出台灣綠能世代,1
,兒權法,1
,從一則陷害教唆販毒案談起,1
,兩岸港澳台書畫名家作品展,1
,獻給每一個有病的你,1
,雇主請把我當,1
,ngo社群中的人權組織看待科技工具,1
,動保皆是日常實踐,1
,內蒙牧民委托律師見官員遭推諉,1
,司改,1
,彰化環保局這樣說,1
,針對政院核食進口管理宣告,1
,魏揚無罪,1
,看看日本經產省怎麼做,1
,中國原創小說中的賤女人,1
,學者籲檢討前朝計畫成敗,1
,山東維權人士趙作媛在京療養肺病期間被截,1
,北中南高表現較佳,1
,九廿五,1
,學者批,1
,憲法日百余訪民集訪被警方帶走,1
,環團反對台化爭議密室協商,1
,來臨,1
,日媒,1
,中科台積電案環差過關,1
,中國外交部發言人拒絕聯合國人權辦的批評,1
,不可挽回的破壞,1
,外國人在臺集會遊行權遭漠視,1
,濕紙巾,1
,六輕,1
,衝淡市民對民主的支持,1
,花蓮,1
,馬路口違建不敢拆,1
,法院自己不自律,1
,香港三議員,1
,國內重要之民主事件彙整,1
,而你是否具備了解資料透析數據的能力呢,1
,那些我們拜訪過的樹,1
,其罪,1
,香港支聯會中聯辦前燭光默哀,1
,對決空污紫爆,1
,黨產認證,1
,22縣市環保施政期中考,1
,殖民史,1
,全國年休123大遊行,1
,5月,1
,原能會與民間共同檢驗,1
,美回收商被爆,1
,一個人的生活,1
,微淨灘大挑戰,1
,讓ngo將其列入的考慮選項,1
,黑翅鳶棲地施工時再監測,1
,中不滿我代表團赴川普就職,1
,罩門,1
,2017司改紮根台中,1
,綠電合作社,1
,世界最大豆類種子庫,1
,環團要求先減廢,1
,見證反核的意志,1
,雨傘運動,1
,工作委員會,1
,reviewing,1
,綠色飲食親子體驗營,1
,修法卻是兩千萬人的事,1
,開放40城市推廣健康生活,1
,官民不同調,1
,愈在地,1
,志工篇,1
,條款,1
,工會批評資方長期惡意違法,1
,teiatw,1
,教導與體驗,1
,eja20100130,1
,hi,1
,張海濤入獄四個月監獄仍不通知,1
,23人遭當局約談,1
,人大代表,1
,荷蘭斥資千萬建全球氣候適應中心,1
,桃園站,1
,民間司法改革基金會聲明,1
,台灣政府與民間團體譴責暴力,1
,莫讓,1
,含銅量超標,1
,2017高雄大港開唱見,1
,民團籲電業法暫緩二三讀,1
,新式空污指標,1
,票選2016年10大重要環境新聞,1
,能高越嶺道,1
,2月份停線公告,1
,2017年第一季捐款徵信,1
,該拿童年換豪宅嗎,1
,不敵全球再生能源發展,1
,個人安全應留意,1
,環署推溫室氣體減排獎勵,1
,李和平妻子王峭嶺起訴官派律師獲立案,1
,wind,1
,公民電廠的路上,1
,西班牙建築團隊用2000盆植栽打造,1
,多名警察喪生,1
,遇網路輕鬆涼缺別竊喜,1
,婚姻平權要全面,1
,陆委会低调证实,1
,人類有責任讓世界安樂,1
,道路開發毀棲地,1
,youtuber力推,1
,十萬條人命,1
,光輝,1
,憑一張照片,1
,活動報導,1
,挽起袖子掙平權,1
,不挑醜蔬果有理,1
,離職或退休後三年內至私立學校擔任有給職人員,1
,剝蕉案是不該被遺忘,1
,只想強力領導,1
,河北女律師拒絕法警脫衣搜身遭禁錮,1
,台灣環境雙週刊第103期,1
,精障性少數同儕支持計畫,1
,親子共讀團,1
,圖片社交網站拼趣,1
,微塑膠戰役,1
,反塗鴉,1
,當代漂泊募集二手數位相機,1
,談談講座登場囉,1
,嚴禁燒煤煮飯,1
,林口電廠要把電塔基椿加多,1
,西藏青年會制定新決議,1
,司改國是會議,1
,亞太美食獎,1
,台少盟快報4月號,1
,從街頭已席捲到法庭,1
,提供幫助,1
,本週例文暫且不談ngo網站建置,1
,民間建議里海倡議,1
,雲南元陽縣一商業區不明爆炸,1
,警政署踹共,1
,法定,1
,19晚會,1
,宋楚瑜,1
,立即推動稅改工程,1
,用平等的心,1
,本週,1
,生態避難所,1
,孤島台灣更孤島,1
,5萬筆污染超標紀錄消失,1
,蔡正元爆民進黨重建神社,1
,滙豐集團助長棕櫚油企業毀滅印尼熱帶雨林,1
,二十年的時間變了多少,1
,四川一智障男子派出所猝死,1
,2016十大環境新聞記者會,1
,阿里山脈空中散步,1
,三生教育的理念與實踐,1
,使台汽電成為清水bot案得標者,1
,在馬國電信詐欺,1
,公辦,1
,千萬不要樂觀,1
,atm,1
,動漫中的性別越界,1
,本文兒少不宜,1
,獨立,1
,20160924工作在臺北,1
,石油業加測致癌物mtbe,1
,在,1
,社團聯盟代表拜會法務部,1
,好,1
,從照料土地開始,1
,11月份聚會因故暫停一次,1
,4生效,1
,波蘭試圖從美國引渡二戰戰爭嫌犯,1
,愛麗絲的夢遊仙境般的海洋邂逅,1
,漁會要求補償金,1
,優先引用政府公布調查資料,1
,保護集水區,1
,頒獎典禮,1
,台灣為何需要,1
,中國反腐以酷刑拘押逼認罪,1
,效果受質疑,1
,反映高層權鬥,1
,各地發文安撫慰問老兵,1
,講座記錄,1
,6成是污染源事業,1
,意識,1
,3萬執法者集會挺同袍,1
,可望緩解北京,1
,台中親子共學家庭教育實踐班報名簡章,1
,甘美萬里蟹年年嚐,1
,侮辱穆斯林,1
,就是鐵證,1
,短訪李茂生,1
,有性虐待綁縛和小鳥畫面,1
,開會通知,1
,新疆以禁止留胡須,1
,cites大會落幕,1
,14會議大補帖,1
,法研究結果印證,1
,網路影片良莠不齊,1
,海藻森林遭啃食,1
,不要當編劇,1
,不再相逢的道別,1
,同志遊行齊步走,1
,不受管理的魚槍不會是永續漁法,1
,本會嚴正譴責,1
,環評作業準則,1
,事前不知曾俊華拒回應議員提問,1
,修法聲明,1
,勵馨聲明,1
,週年不快樂,1
,蘇昌蘭囚3年,1
,十萬人,1
,戴奧辛風波暫告一段落,1
,詹啟賢協商未遂,1
,不以鄰為壑,1
,地球就送衛星圖資,1
,第868期,1
,內蒙呼市公安局長馮志明判刑18年,1
,1東區,1
,美海軍訓練,1
,與會者盼,1
,英華殘障人教育基金會,1
,節能,1
,阿爸的內心話,1
,立委薪資千萬,1
,參加臺南第十期解說員培訓有感,1
,從1開始,1
,社團法人台灣同志諮詢熱線協會回應近日外界對本會的種種疑問,1
,成為社會監控工具,1
,324佔領行政院案開庭有感,1
,facebook篇,1
,核廢問題應全民面對,1
,共和黨才是氣候談判第一人,1
,電子報送出的是,1
,傳統領域劃設今協商,1
,要開說明會又無故取消,1
,網二紀錄,1
,立院應嚴格審查,1
,八方來援,1
,兩牧民傷重入院,1
,應正視每個故事的獨特與複雜,1
,一方有冤,1
,環署再砸2億,1
,藏區自焚之地被嚴控,1
,柯建銘加告馬英九洩密,1
,是,1
,的報導並非空穴來風,1
,兩公約審查,1
,hour草地音樂會,1
,路權重分配,1
,公民參與再升級,1
,內蒙古多地牧民向中巡組投訴,1
,海龜新樂園,1
,watermelons西瓜,1
,台北市廉委會的矛盾,1
,農耕歲時紀事的體悟,1
,翻轉思維,1
,船長目擊開直播,1
,海草銳減,1
,3萬公頃棲地變棕櫚園,1
,真卸責,1
,香港前民建聯黨員宣布參選特首選舉,1
,香港立法會主席批准重新宣誓,1
,正視機構防災及超收問題,1
,分鐘前,1
,海口螢火蟲季用,1
,20161026,1
,用影像守護環境,1
,說星星談塔羅,1
,20161029,1
,全球第一條,1
,吳季如書法家主講,1
,純綠電跟你想的不一樣,1
,2016國際淨灘行動,1
,台北街頭響起牽罟螺聲,1
,永續海鮮再邁進一步,1
,智利遭逢50年最嚴重森林大火,1
,這些人都說話了,1
,adctnpo,1
,宣示造林串聯沿海綠線,1
,saferinternetday,1
,偷排嫌疑船已鎖定,1
,雲嘉南齊開張,1
,fair,1
,溫羅汀悠遊彩虹仙境,1
,要求鬆綁,1
,川普新人事,1
,透露擺平南海糾紛,1
,一場園遊會節省近1000個垃圾,1
,林明輝等5人皆判5年,1
,無關歧視,1
,頂尖科學家組隊,1
,中國民間為賈敬龍特赦免死向全國人大請願聯署人數已達1187,1
,scheeinfo,1
,不是每個故事都有美好結局,1
,柯文哲不敢終約拆蛋,1
,油輪,1
,素材來源勿侵權,1
,台南講座,1
,歷史文化都斬斷了,1
,數位資安知識與良好實踐已成為繼續維護開放自由網路的重要挑戰,1
,資料要開放,1
,同婚合法化深深傷害了你,1
,就說我是虐童媽,1
,寶特瓶回收狀況佳,1
,百位學者與公民團體領袖對於高雄市政府的緊急呼籲,1
,香港出版商林榮基再談在內地遭綁架事件,1
,十分鐘,1
,徐案座談有感,1
,北中南三地聯合場次,1
,驗證,1
,拚出大武里山新經濟的第二支柱,1
,年半,1
,治怪病,1
,見證氣候變遷衝擊,1
,電子垃圾四成非法運出口,1
,聽見太魯閣的聲音,1
,惡人,1
,能源,1
,甘肃农民一家六口喝农药自杀,1
,風險憑什麼來管,1
,敬邀各界朋友參加,1
,八里污水廠弊案,1
,分享生命故事,1
,下週一赴中營救,1
,直視議題現場,1
,中國記協王冬梅書記歡迎中華新聞記者協會來吉林訪問,1
,西方消費者追求便宜,1
,遭中宣部整肅,1
,第九屆第一會期立委評鑑複審大會,1
,你能想像嗎,1
,邀請感染者發聲,1
,號召三年百萬綠行動,1
,識生物,1
,立委批環署,1
,台北市新聞記者俱樂部頒發會員子女獎學金,1
,翁國彥律師接下台權新會長,1
,當台灣人遇上西藏,1
,揮灑熱血快報名,1
,從草根做起為環境代言,1
,美三座電廠低報近120倍,1
,地熱發電漫談,1
,多曾俊華近五倍,1
,議員促中央徹查,1
,民間串連問礦業政策環評何時作,1
,氣候變遷加速動盪,1
,攻占行政院,1
,荒野台南友善大地工作團隊活動紀實分享,1
,浮冰上的小熊,1
,村民有話要說,1
,核廢送德州成選項,1
,不再設立,1
,我們要一個答案,1
,台權會針對北高行105年度訴更一字42號撤回告訴及公開資訊之聲明,1
,台中港儲油槽興建案過關,1
,竹南海上風機趁夜打樁,1
,聽見眾聲喧嘩,1
,青年的公共參與,1
,助國民黨轉型正常政黨,1
,魚塭養出廢棄物,1
,無關宗教,1
,北極熊恐餓肚子,1
,至善第131期電子報,1
,四大爭議,1
,借鏡美洲反視台灣,1
,徐自強的練習題,1
,中國官媒,1
,紀念蘇東坡誕辰980週年書畫作品聯展開始徵稿,1
,桶裝瓦斯也green,1
,打假球,1
,台灣處境更危險,1
,龍泉聖州開發案,1
,寶寶想玩,1
,消滅貧窮靠太陽能,1
,還輪不到你,1
,可能缺水,1
,瀕臨絕種鸊鷉受威脅,1
,坪林水源地管理經驗可效法,1
,敬請提供陳秋月法官不適任資訊,1
,高市府空污季大放煙火,1
,聽見民眾擔憂,1
,荒野之心,1
,陳昭倫,1
,easy,1
,east,1
,20161211,1
,一場你我可以幫小動物們發聲的公民行動,1
,阿兵哥一張照片,1
,楊憲宏,1
,中國逾百名律師公民聯署,1
,還海灘乾淨面貌,1
,447名省人大代表,1
,執行秘書,1
,縣市政府環保施政之觀察報告,1
,臺南白話字文學專題,1
,電業法三讀通過聲明,1
,民間審議前瞻計畫,1
,被新北樹保委員會拒門外,1
,開放式關係出櫃甘苦談,1
,香港左報高層人士高調辭職,1
,台化15日大規模抗議,1
,揭開大膽島神祕面紗,1
,互轟,1
,越南躍升最大進口國,1
,不誠實,1
,20161218,1
,氣候變遷加戰禍,1
,護樹志工搬3年前,1
,一封來自太平洋島國母親的信,1
,20170221人本教育基金會新聞稿,1
,350africa,1
,同二代心聲,1
,若ngo組織工作者有心考慮採用這兩三年來各種雨後春筍的團隊溝通平台或軟體,1
,訪民警察賀冠山看守所突送醫院救急,1
,瘋,1
,和,1
,果皮萃取物有妙用,1
,暖化殺死胃部益菌,1
,川普早禱會講話令人振奮,1
,期望接受受傷的自己,1
,綠繪本教案書分享會,1
,解決少子女化,1
,都更前夕再抬轎,1
,法律,1
,別讓我們的孩子無法成家,1
,環境污染能殺人,1
,遊行爆推擠衝突,1
,午餐,1
,香港民團中聯辦抗議中共判刑烏坎村村民,1
,將介紹2017的調查結果,1
,全球葡萄酒預估減產5,1
,公司可以民主嗎,1
,特展四大亮點曝光,1
,奠基在,1
,一顆種子的力量,1
,抗議中共欽點特首打壓民主,1
,全球撤資,1
,第四場,1
,當孩子說,1
,萬噸鱘魚逃逸威脅長江生態,1
,縮短工時,1
,高市議會二讀通過,1
,綠色風機,1
,大太刀變小皮帶,1
,第二屆兩岸媒體人北京峰會系列報導之三,1
,王曦,1
,解秋冬紫爆不缺電,1
,第二屆兩岸媒體人北京峰會系列報導之一,1
,綠委籲共同對抗六輕,1
,所以反歧視,1
,最高行政法院全盤否決,1
,跨界對話工作坊11,1
,28再走一回,1
,16為止,1
,官員不理睬,1
,憲法法庭辯論四爭點,1
,理監事公告,1
,擬築海空步道,1
,非營利,1
,高教崩壞下的工會任務,1
,東部快鐵促進會爭,1
,iucn決議關閉合法象牙市場,1
,當情緒被否定和壓抑後,1
,年初場,1
,生態舞台的豆豆們,1
,政府製造毒品犯,1
,call,1
,de175b5b8b4e425,1
,老人圓夢天使募集,1
,雲南壯族山神祭,1
,台灣屋脊上的玉山圓柏,1
,起賢,1
,決策官員重批張志軍,1
,基改定性檢測,1
,台灣隊,1
,2016年12月號,1
,經濟學家推,1
,台灣拖網,1
,達賴喇嘛籲華人提升覺悟,1
,揚言暗殺其子,1
,情緒勒索,1
,6月全台7萬8000座公廁開跑,1
,ch16,1
,廣東烏坎事件,1
,關西礦業進二階環評會議發言單,1
,森生不息,1
,宣達團訪洛桑國際奧會,1
,意外受寵的外來毒花,1
,民間人權陣線投訴,1
,南風帶來六輕排放物,1
,2016年底關閉象牙市場,1
,中美為主要推手,1
,消逝的玩偶村,1
,應先考量台海穩定,1
,羅馬尼亞,1
,c不能再高了,1
,20161130,1
,民眾懷疑受虐或被毆傷,1
,選前公平正義,1
,議員助理的一天,1
,總污染超量應暫停審查,1
,愛桌遊,1
,昨夜天燈今日垃圾,1
,拉子一夜情,1
,105年東區,1
,台灣環境雙週刊第101期,1
,融資機制,1
,創造無限可能,1
,排污狀況將即時公開,1
,莫讓核一延修成核安隱憂,1
,跟楊丞琳聊聊臨檢的曖昧,1
,第二十二期專題徵稿啟事,1
,燃煤,1
,南極成立世界最大海洋保護區,1
,問卷調查結果彙整報告,1
,課綱檢視工作報告,1
,國會頻道2,1
,核四輻射最遠可達屏東,1
,大巨蛋解約i,1
,酷兒盟2016年總回顧,1
,前瞻重審停擺,1
,前天安門學運領袖王丹撇清宣揚港獨與支持台獨,1
,再生材製造,1
,nguyên,1
,台灣的電都用到哪去了,1
,近太魯閣海岸第一排,1
,讓國家因改革而偉大,1
,角色及組織分工,1
,減塑日記,1
,蔡政府選後跳票,1
,香港民間團體計劃街頭行動,1
,通姦與過失致傷害,1
,食品輸台公聽會紀實,1
,過剩基礎製造業影響空污,1
,法規講義,1
,choice,1
,四斑細蟌十年磨一劍,1
,樂生院民促政院展開重建,1
,遭警方拘留,1
,聯合國斥不道德,1
,主打環境知情權,1
,立委急尋各部會出對策,1
,妄議政策,1
,team,1
,參加共學團是活在,1
,你今天超理智了嗎,1
,5人被行拘5日,1
,產後狂瘦更易淪暖化受害者,1
,蜂族危機,1
,德瑪汶招募新血囉,1
,第十二屆,1
,香港高法裁定,1
,健康實體,1
,加大,1
,20170204,1
,柏楊史萊特,1
,張懸,1
,工會堅持彰銀永續經營,1
,過境外交,1
,總統家的想想與阿財,1
,大陸異議人士張向忠被跟原旅行團遭台灣政府強制出境,1
,關西百年石板路遭挖除,1
,為何不見效,1
,市府在圖利誰,1
,石虎不孤單,1
,馬麻,1
,长沙逼拆之后又抢尸,1
,東沙的角星珊瑚產卵了,1
,重新省思網路真實性,1
,心理學家,1
,生活圈,1
,這個夏天啟動出航,1
,復育澳洲陽光海岸濕地,1
,廣州十女青年,1
,巧克力的祕密,1
,李筱峰,1
,當了媽媽後,1
,前政協委員,1
,兌現總統婚姻平權政見,1
,四海為家,1
,抗議中共干預特首選舉,1
,窺見原鄉豆文化,1
,神聖不可侵犯,1
,個對環境懷抱希望的好理由,1
,烏坎關注組發起聯署簽名,1
,媽媽講不聽,1
,love,1
,母親節剛過之聽媽媽的話,1
,來源可能是家畜,1
,狗肉入法,1
,9村民遭,1
,中國擴大網路監控,1
,1研習課程已完成線上研習證明之寄送,1
,零砍伐,1
,魚網盡頭的省思,1
,遠在南極,1
,當生態工法不再生態,1
,捍衛兼任教師一體適用勞基法,1
,佔中三醜,1
,肉身護土數十載,1
,快樂的追夢人,1
,選後當沖減稅,1
,不分性傾向,1
,用餵飽全世界行銷殺蟲劑,1
,放映場次規劃中,1
,主題曲we,1
,g20企業峰會,1
,延續上週對ngo選擇數位工具的反省,1
,斗南都會區,1
,要求國民黨團立即簽署住宅法協商結論,1
,恭喜台北富邦銀行工會葉金上理事長當選2017年全國模範勞工,1
,愛是根本,1
,2017年社會發展研修班,1
,你還有臉講台灣反商,1
,同性婚姻暨收養子女草案11問,1
,環團要彰縣府主動求償,1
,再生能源憑證中心揭牌,1
,國際聲援李明哲,1
,淡水河棲地志工培訓心得,1
,抱團自衛,1
,個案評鑑制度,1
,2017年權促會諮詢小組志工招募,1
,防範毒化災,1
,加州柏克萊立法禁售毛皮製品,1
,以勞動力實踐生活的媽媽身影,1
,晚會,1
,泰豐輪胎火災致戴奧辛,1
,回應國台辦,1
,中科三期進入二階審查,1
,檢察獨立方能落實,1
,個營造成功行銷活動的訣竅,1
,統派威脅黃之鋒,1
,海洋部或海委會,1
,成為邊境孩童的翅膀,1
,台灣野蜂危機,1
,本會舉辦,1
,獨立音樂,1
,家長上傳影片有分寸,1
,全世界都在等中國下一步,1
,調查指六成香港青年不滿政府,1
,中華新聞記者協會理事長袁天明熱烈歡迎,1
,台電綁架政府,1
,高教工會第二屆第三次會員代表大會,1
,毒品持有公克數,1
,節能是門好生意,1
,該來的躲不過,1
,香港青年新政候任議員宣誓惹風波,1
,澳洲反性暴力倡議者claire訪勵馨,1
,teia有聲書,1
,科學家沒算到的暖化威脅,1
,邀請國人一起來,1
,雙溪古蹟之旅,1
,內蒙古牧民遭威脅上訪將拘留,1
,塑化海洋,1
,第四分組第三次會議,1
,擴大參與遏阻盜伐,1
,暖化助草食熱帶魚擴張領海,1
,勵馨5位社工榮獲表揚,1
,為不平等條約,1
,2016生物多樣性專欄滿意度調查,1
